dispersal_p_juv,dispersal_p_adult,dispersal_r_juv,dispersal_r_adult,dispersal_source_n_k_cutoff,dispersal_source_n_k_threshold,dispersal_target_n_k_cutoff,dispersal_target_n_k_threshold,abundance_threshold,initial_release,density_max,fecundity,infected_t1,beta_Sa_winter,beta_Sa_summer,beta_I2_modifier,mortality_Sj_winter,mortality_Sa_winter,mortality_Sj_summer,mortality_I1j_summer,mortality_I1j_winter,mortality_I1a_summer,mortality_I1a_winter,mortality_I2_modifier,mortality_I2j_summer,mortality_I2j_winter,mortality_I2a_winter,mortality_I2a_summer,mortality_Rj_summer,mortality_Rj_winter,mortality_Ra_winter,beta_Sj_winter,beta_Sj_summer,beta_Ra_winter,beta_Rj_winter,beta_Ra_summer,beta_Rj_summer,recovery_I1j_summer,recovery_I1a_summer,recovery_I2j_summer,recovery_I2a_summer,recovery_I1j_winter,recovery_I1a_winter,recovery_I2j_winter,recovery_I2a_winter
0.860242884411391,0.17443252499183826,38.36787516903746,743.8332146710277,0.7958561012754806,-0.014240655745203085,0.8146880490177797,0.4601652197714138,4.352256851915088,43.92004816988032,227410.32459896803,4.47531106704797,7.380478382817111,0.020400045699427136,0.004638127931576365,0.721610991939146,0.34676945238046686,0.5219694711229829,0.31258994505144877,0.009478324232537437,0.05387539323336174,0.15505696433243277,0.044171434071246005,0.15425270559283588,0.0019207572143615818,0.001851091884915999,0.0034565887534184414,0.0020112925113775024,0.3602716429784818,0.7263467587862122,0.582170933319128,0.20804343064389896,0.006025150116421985,0.021519776270927972,0.1832571947589503,0.0012496745672810439,0.006915434861876067,0.01629901841179876,0.012047037665419057,0.030549060423308013,0.044433035542630936,0.013719613788670825,0.01763129690241021,0.03489698854520075,0.017685120138302188
0.8634731085932994,0.1859525084005567,36.37778884390704,806.1133345176236,0.6465302650826033,0.8916726683777126,0.5062129768574967,0.11890860936486597,9.961603758780976,36.053950722896836,244548.00795403006,4.723529767758668,2.699593283903903,0.03495586137739019,0.002439321975524103,0.5360206807413922,0.4930883139121318,0.5182271066211044,0.36828332533608116,0.04947202712116258,0.042646747529207205,0.06631277845401845,0.018955617856403963,0.2846666939663073,9.572921506983316e-4,0.006049445047183966,0.003793927059508171,0.004706197416637095,0.3257278753663647,0.5173659673420141,0.526126333424828,0.21478817811599682,0.010346583631852835,0.026923986019816874,0.10708941418042603,0.0055040790144236205,0.009831850929791908,0.013635068848865284,0.012131598221750941,0.0533512380061964,0.033036875716285816,0.0172721516571049,0.015186408218056866,0.024179834335485036,0.056510687245590226
0.7754494996362964,0.13712972157313097,37.37283200647225,862.287560261612,0.72395847644187294,0.8213629775502626,0.8581030591736715,0.011981538104147621,12.899833090948821,52.66015644430641,253688.10574339647,8.23405139209568,11.40821672374243,0.05908787158032894,0.0016045900848005584,0.5768846024730077,0.5724178171521911,0.5758595199500325,0.3555534098424509,0.01715388337277863,0.047258512729127816,0.028103476200812293,0.03216390254036884,0.4012068537894094,0.005292884937182958,0.008090311167730893,0.006540824694810251,-0.002165810091774866,0.4671928284445584,0.6305638960409548,0.5858101930525241,0.15215838016080258,0.015515357052270124,0.014725912586610497,0.09566424709364738,0.006167103084108179,0.01052925477211961,0.011176038483080537,0.010694068764108909,0.10216716747942224,0.017652059950719893,0.014542762806966526,0.013984003947063419,0.07386845839871242,0.043034044117440655
0.8061366293644259,0.17333538371481746,61.25386790803739,533.7904575413316,0.5248573615180365,0.9592781403271841,0.7187180265679138,0.05293233135293335,17.040065331730787,32.05847265458777,209510.96642812545,12.87928707682445,21.423133679556738,0.05602348933233672,0.0040884264425633,0.9293359274081917,0.6041496184482148,0.6252587313748279,0.361918367589266,0.024223477317737618,0.07372603474606353,0.0802817706756207,0.04447162235951793,0.037712545769733805,0.004054144141044494,0.01252190617234708,0.011649090472740434,0.0037629806997962374,0.4384063554344609,0.5748356849891686,0.5719810060656189,0.20226221852495796,-0.0024482489334424237,0.04560711115168992,0.06329294034777458,0.0018942813016965855,0.0013362041232544593,0.01552032546263359,0.010694068764108909,0.030227902992563106,0.01822186794203715,0.012419904812414454,0.013903843662330523,0.024504596584264297,0.023781696791512708
0.859435328365914,0.1513925581744014,22.44718456799404,662.014233696088,0.7101320101277175,0.9511654836932476,0.6410280083942129,0.2144604602786993,6.622706790408424,28.9370054137213,284155.09837461787,6.780199002218735,8.523485209295918,0.06981320944830172,0.003721958783221256,0.9344439176246436,0.8262722275203808,0.5197240524218558,0.44704967745291835,0.021799616536608824,0.03141810182505267,0.014956189404010167,0.01985618272121975,0.19309942553386988,0.0032971358767376535,0.0037753370842888174,0.002155426715643772,0.01332989311346779,0.4161996476838142,0.3536643473773923,0.621474938439806,0.01726343071884591,-9.2303710446683e-4,0.016733190493340662,0.18420929201618186,0.0024652186950360655,0.0011460030753469045,0.013020311257419098,0.017332072436161826,0.012885401732338136,0.037310435651165236,0.016665620801518594,0.019595223878366173,0.016060778116003437,0.035012232731637345
0.8150197458646739,0.1832096552080047,2.5463213166897596,480.05858943838615,0.6133467459286306,0.47792718004694823,0.92665307520929,0.19853515179306042,18.242068240344906,40.17428748084056,234265.39794099284,12.914746891211692,12.224650171227292,0.028444049100406724,8.920140805243624e-4,0.8459054205394766,0.5477375272552838,0.5661293722451485,0.32452424082672715,0.02099166294289922,0.04124316681618789,0.16532828214243445,0.0645842376737372,0.12095551707194958,0.00742627186386587,0.015145876898764558,0.007070927747236967,0.00295450922821836,0.33888740588526645,0.9301030304443054,0.5239427775847904,0.04327888525408041,0.0018731845819884244,0.017659626450293044,0.2679938506525585,0.005025228297429218,0.01046585442281709,0.015561309302063335,0.012765802394240074,0.009673827424889068,0.03987457161209289,0.0139795555839221,0.00877358543942515,0.03262365280374589,0.05394370760213316
0.8198650821375364,0.1195754611407981,58.76626000162436,784.1321157482369,0.7958561012754806,0.8078418831603683,0.59304299716928,0.16440949075240563,9.894825819413525,40.42400486010988,259019.82945386023,5.113587726018336,14.292948238188941,0.040510054201876096,0.0022357288314451894,0.8748506984327042,0.7628086249283333,0.617774002371071,0.2648527619503353,0.020587686146044424,0.027407871216426044,0.11766936750402673,0.04987501154841266,0.28744145967638113,0.005155247070945351,0.005116477677791083,0.009287722330112332,0.04526451624079396,0.46801529910198975,0.7385373049537904,0.519575665904715,0.05676838019827608,0.026022371874101988,0.034798691653912125,0.060436648576079915,7.524065150176255e-4,0.016171885860043735,0.010602264731064098,0.013526847401227032,0.007425725409674722,0.018791675933354405,0.014975999132385315,0.012741519533703526,0.02125697409647166,0.007417201564473945
0.8812393415937954,0.1930839267011919,68.71669162727649,673.0048430807813,0.3008686072287206,0.46981452341301166,0.7461380329821613,0.6580940538072115,11.764608121702155,43.79518948024566,243786.33313824952,5.184507354792821,12.877796929215183,0.06789797054330658,0.0017878239144715805,0.6926657140459184,0.533634504457051,0.5414297665327508,0.4335241422409362,0.049876003918017386,0.05267232405077375,0.06918874744081893,0.09790513767192131,0.02106395150929065,0.01850612009599325,0.0017927814243289437,0.005046897910698594,0.004706197416637095,0.42606929557299045,0.5643866454169587,0.6287534579065981,0.24176716800438813,0.006872490021408426,0.029394481905023223,0.11946667852443621,0.00244680135976705,0.01046585442281709,0.014741632513468422,0.012089317943585,0.03729336646895105,-1.1987780115057384e-5,0.014152850114089614,0.01835273946500628,0.026777932325719147,0.08571008068991429
0.8247104184103989,0.2265467356503264,32.39761619364617,488.6068411820366,0.72395847644187294,0.6374760938477005,0.8261130516903828,0.34413797223318754,17.30717708920059,34.93022251618491,259400.66686175048,3.6597353361413925,15.381526168168758,0.05008624872685179,0.004597409302760583,0.6432884752868829,0.6094382519975521,0.6005591256624302,0.5409328042184416,0.06118735422995178,0.010364391129762902,0.03673138316121369,0.04056917461198286,0.3734591966886708,0.014858716640696656,0.005699582283661634,0.007841986732584919,0.011443459679786074,0.49597930145465596,0.6741015609251627,0.592360860572637,0.022081107484630075,0.008058765888389443,0.0415925553382296,0.08804746903579497,0.005430409673347559,0.009388048484674281,0.013921955724873505,0.018050837164982843,0.048212719114277894,0.003121956172129854,0.015019322764927194,0.012020076971107456,0.056656059213411436,0.06645773336398633
0.8311708667742157,0.16291254158311982,18.96453349901579,555.7716763107185,0.6907749572879003,0.8240671964282414,0.45822796563256374,0.12118365343424292,4.018367155077835,30.80988575824118,269683.2768747877,8.269511206482921,15.762528443661694,0.06962168555780221,0.0034776470103265603,0.9838211563836791,0.8086434490225898,0.572117155448154,0.4192029873106022,0.0369487464186638,0.04384981671179519,0.051932933520016135,0.10060683226636868,0.08627094569602635,0.0032283169436188508,0.010306108670038986,0.011600899286156187,0.04149164937343053,0.5066714200012636,0.40939255842917843,0.6098293072929384,0.1695020165176256,0.019921524558199614,0.04251899129518198,0.12327506755336243,0.0026862267182642514,0.004569621937682891,0.011176038483080537,0.017205231601664,0.03247600500777745,0.04243870757302054,0.014066202849005857,0.01739081604821152,0.04204175801834456,0.0927692747094212
