"dispersal_p_juv","dispersal_p_adult","dispersal_r_juv","dispersal_r_adult","dispersal_source_n_k_cutoff","dispersal_source_n_k_threshold","dispersal_target_n_k_cutoff","dispersal_target_n_k_threshold","abundance_threshold","initial_release","density_max","fecundity","infected_t1","beta_Sa_winter","beta_Sa_summer","beta_I2_modifier","mortality_Sj_winter","mortality_Sa_winter","mortality_Sj_summer","mortality_I1j_summer","mortality_I1j_winter","mortality_I1a_summer","mortality_I1a_winter","mortality_I2_modifier","mortality_I2j_summer","mortality_I2j_winter","mortality_I2a_winter","mortality_I2a_summer","mortality_Rj_summer","mortality_Rj_winter","mortality_Ra_winter","beta_Sj_winter","beta_Sj_summer","beta_Ra_winter","beta_Rj_winter","beta_Ra_summer","beta_Rj_summer","recovery_I1j_summer","recovery_I1a_summer","recovery_I2j_summer","recovery_I2a_summer","recovery_I1j_winter","recovery_I1a_winter","recovery_I2j_winter","recovery_I2a_winter"
0.830637146134505,0.273394291245019,634.271502949505,792.083101585568,0.332761498284678,0.590532044002131,0.874842125083756,0.435344772700629,13,41,281743,10,14,0.0361552816939713,0.00386571814164498,0.977182522742654,0.553924664024406,0.543927106511341,0.517746739275378,0.0419195377911181,0.0424945887951134,0.0150823377619037,0.0194527169066813,0.121283141375403,0.00145434075812405,0.00351714872149034,0.000932093399393056,0.019742992434067,0.307414893540827,0.676801985086139,0.445496301239994,0.0726001066318832,0.0263172002013416,0.0459078929896544,0.175083754975139,0.00447687223632138,0.0073688345877183,0.0183179928002828,0.0199164552340317,0.0311717936701532,0.0253976858562426,0.0152968226715691,0.0153582667977111,0.0136695185986034,0.0546366267599692
0.853957806170064,0.155412442632687,585.017834099809,684.197962090614,0.549166442482178,0.301486371106044,0.828571072897534,0.129118743088702,8,33,295364,6,3,0.0333686515370852,0.00663113288312043,0.975235527881537,0.592482813270701,0.578446584071307,0.411455444082465,0.0524601732086676,0.0436852222593073,0.0633396002264689,0.014738411727354,0.0398562884273116,0.00323571208023327,0.00121839534837707,0.0006076105580043,0.00455625239832355,0.43317427616397,0.681726559470071,0.549994349346657,0.229957996479114,0.0278949434525648,0.0373435530552125,0.193655563442435,0.00417802362245468,0.00609474643848447,0.011093878680715,0.0196356589850063,0.0339573018993711,0.0244695703589425,0.016988721511597,0.0182849708800438,0.0485185859257364,0.0428977480958312
0.846107180285513,0.692388291455263,830.12481795394,794.365979450789,0.382982424741622,0.791878691493955,0.796129045480268,0.369537578370121,19,21,218762,10,16,0.0509226213538696,0.00362538046799408,0.994887410305355,0.771415454056383,0.533296256587584,0.351944807191087,0.0572969371977852,0.0666049893804812,0.0472996559579072,0.0136770473482744,0.116697670832575,0.00234435281355524,0.00497924153343783,0.00170242829373151,0.0198209804563652,0.4257565955185,0.630434807103158,0.519454579711638,0.256072752363254,0.019117721300618,0.0372268063441799,0.160177367282971,0.00217354957432888,0.0110102454279076,0.0118734715818717,0.0107265601898901,0.0219330477650391,0.0395295701042366,0.0206313860020272,0.0172533081904862,0.0197693106400656,0.0240511049716175
0.874909398397288,0.626750388404604,646.266610727327,596.951976329809,0.307735236396535,0.520081897064025,0.833209918160741,0.624851269020377,9,13,207925,6,4,0.0386639714324658,0.00265226734003267,0.378013149045342,0.540069393406171,0.484150457336879,0.300904987814021,0.0628942936143959,0.030460363811342,0.0164753569832877,0.0836820694324147,0.115199481287377,0.00044772803298175,0.000933283317058586,0.0023988873542812,0.00442740752779528,0.384635539782786,0.875855291203001,0.553195076187154,0.193949237787131,0.0137239876935326,0.0191964967421379,0.203510477596961,0.00353037054862,0.00340315288840816,0.0123137786927407,0.0193511527799419,0.044177868363862,0.0097823574934969,0.0165049486247533,0.010656306948764,0.0330058503633254,0.0149590702112603
0.916166510763757,0.398365903323753,884.62195999318,598.860779671671,0.872834466551607,0.172755633404852,0.888132123157322,0.703160126785864,9,31,231982,8,5,0.0166699040668228,0.00449689390776829,0.877714538911825,0.81644247950056,0.621932141948363,0.334606752154871,0.058652502226881,0.0823724274683854,0.018467626874715,0.0447936049753177,0.0610678510330044,0.0021030887203011,0.0133492158461263,0.0108762107726275,0.017101939841462,0.310282110411043,0.507245589641032,0.449982873924906,0.206506725754904,0.00890212585630879,0.0490139779545471,0.0375919095152996,0.00344371036605532,0.00822380964238752,0.0157951857614822,0.0158627641305536,0.0103544932269617,0.0342349836140997,0.0134448610522376,0.0135627652905676,0.0035346495067722,0.00711664038149418
0.935335246238557,0.436622479640281,672.544188746886,646.731930170058,0.678108565088063,0.123835494156079,0.941742635745739,0.350679437986544,7,15,264770,6,3,0.056695341236323,0.00591078290314633,0.611747471533131,0.579930866377585,0.575519999156519,0.338187158920479,0.0600821695663491,0.0879194217898291,0.131363710225998,0.0130317097101113,0.0505840586550802,0.00545530706766696,0.00307667763214998,0.00227201421132511,0.00521824405566252,0.417938446531318,0.643375480339999,0.459053492481328,0.246421470422959,0.00379899974465369,0.0626376648672495,0.218787828720065,0.00200833382960939,0.0017895177579061,0.0154599110394068,0.0182090976270337,0.0247556162580628,0.0422024109943212,0.0166700416132135,0.018393979499013,0.0317350204285307,0.011679368024261
0.841446557731031,0.551796567198115,1158.75214743933,642.670474939478,0.788886710219755,0.692388787268295,0.765677140622862,0.286266927884257,6,41,298486,6,10,0.0457247337412589,0.00189213421297732,0.945877089962356,0.841439550492222,0.467218470949927,0.30891577419543,0.0297192973477869,0.0276906651528921,0.107008519448781,0.0502836838023892,0.111419968558317,0.00654638111660725,0.00218698149645311,0.000693958677509575,0.00704760770925694,0.314726714922776,0.529487064342245,0.514886133612483,0.12244995796115,0.0100736076216309,0.036342918918865,0.132524632481099,0.00219793024773618,0.00319228037905533,0.0194501903865171,0.0153873601530191,0.00310530863365281,0.0177622780868499,0.0128946780391795,0.0173182756731853,0.0061082080810026,0.00361357218955052
0.85251433034332,0.283016967816708,598.240395853424,709.990274286055,0.684865602148336,0.407980190006513,0.801153486380028,0.553356371675722,11,14,224223,6,13,0.060353268850052,0.00518239963881736,0.866831455646491,0.83241411342098,0.475573557488954,0.41750139918104,0.0530303410623878,0.0740192619793976,0.0443493546505555,0.0364971507533429,0.223476023006221,0.00177849307790782,0.00441454362365881,0.001393220684538,0.0379836756276783,0.295762971340995,0.737166360031267,0.509487784697085,0.192138376596748,0.0116974446675561,0.0100892963816383,0.113503464546778,0.00435112910898228,0.0119134700792507,0.0202227784794489,0.0179535542756527,0.0066021067707958,0.0303930349030613,0.0169099657436498,0.0138292298236449,0.00895628221291225,0.0437873626816506
0.785831905570556,0.440667964845203,908.009752284335,755.846343506535,0.436770156311704,0.551678823439764,0.894540660739357,0.48989452290381,11,33,255013,11,15,0.0227880683254065,0.00472278886381664,0.983407611715986,0.436525531275008,0.584970808610509,0.406591342855394,0.0605932422953798,0.0212463525527817,0.0290983195663599,0.0632170401960404,0.129183933950642,0.0255742249632577,0.0128907309908592,0.00337924947050585,0.00026403276268586,0.316297573698864,0.628938872858794,0.548717007041045,0.132118950975417,0.0281976934446119,0.0559650632627746,0.113593704106861,0.00411089226388265,0.00599493227559056,0.0153869769303293,0.01389857721195,0.0159451244835418,0.0254238877307168,0.0135430620146484,0.0208154421983993,0.0249034062167251,0.00445229813499671
0.777358177584192,0.341684775135084,632.811699267785,706.691735042522,0.37478046787406,0.752780087895138,0.816635698340633,0.698577128823229,1,38,258783,10,15,0.0558357611046692,0.0033250219526366,0.58056704511413,0.514110176964332,0.544502995443758,0.434647539789177,0.0222973855975199,0.05711962832499,0.033628261962176,0.03211218616305,0.143897389862521,0.00163424395944802,0.00229249508857244,0.000461438318949722,0.0191904323056499,0.423597273066613,0.646733748417142,0.64328278425493,0.0763112780496934,0.00521474740583256,0.0263193962285283,0.24953281687294,0.00225092399824273,0.00764392612391683,0.0196022140503121,0.0120120731895444,0.0197399263226639,0.0143532344100549,0.00968220191889939,0.0176160075279944,0.0158444099138791,0.0248299325091938
